X	Y	surf.quadrat	STtot	STfrene	STfrene.lis
711000	1900000	256	16.24	0.131	0.144
711000	1884000	256	11	0.101	0.119
711000	1868000	256	4.77	0.101	0.113
711000	1852000	256	4.35	0.101	0.112
711000	1836000	256	1.73	0.101	0.112
727000	2540000	256	3.22	0.693	0.589
727000	2524000	256	1.71	0.734	0.638
727000	2508000	256	1.95	0.605	0.521
727000	2492000	256	0.64	0.144	0.279
727000	2476000	256	1.13	0.333	0.393
727000	2460000	256	8.47	0.519	0.519
727000	2444000	256	1.86	0.468	0.439
727000	2428000	256	0.71	0.113	0.208
727000	2412000	256	0.19	0.212	0.261
727000	2396000	256	1.12	0.34	0.346
727000	2380000	256	1.13	0.498	0.476
727000	2364000	256	2.65	0.776	0.575
727000	2348000	256	8.81	0.322	0.377
727000	2332000	256	6.97	0.791	0.532
727000	2316000	256	7.79	0.251	0.265
727000	2300000	256	5.95	0.123	0.187
727000	2284000	256	5.77	0.241	0.25
727000	2268000	256	8.1	0.241	0.261
727000	2252000	256	13.17	0.113	0.185
727000	2236000	256	13.71	0.191	0.223
727000	2220000	256	16.09	0.317	0.271
727000	2204000	256	3.75	0.132	0.171
727000	2188000	256	3.69	0.458	0.295
727000	2172000	256	4.5	0.101	0.13
727000	2156000	256	1.35	0.101	0.125
727000	2140000	256	1.99	0.102	0.145
727000	2124000	256	3.19	0.182	0.218
727000	2108000	256	6.63	0.252	0.307
727000	2092000	256	6.88	0.642	0.522
727000	2076000	256	9.82	0.749	0.582
727000	2060000	256	14.65	0.4	0.393
727000	2044000	256	8.92	0.123	0.225
727000	2028000	256	9.99	0.358	0.329
727000	2012000	256	8.6	0.378	0.336
727000	1996000	256	6.87	0.606	0.414
727000	1980000	256	7.78	0.211	0.231
727000	1964000	256	15.23	0.181	0.201
727000	1948000	256	13.42	0.112	0.154
727000	1932000	256	14.68	0.219	0.196
727000	1916000	256	19	0.101	0.127
727000	1900000	256	12.34	0.101	0.125
727000	1884000	256	6.19	0.13	0.134
727000	1868000	256	3.3	0.101	0.115
727000	1852000	256	0.83	0.101	0.111
743000	2540000	256	6.01	1.045	0.715
743000	2524000	256	6.67	0.831	0.706
743000	2508000	256	1.14	0.499	0.484
743000	2492000	256	0.7	0.104	0.227
743000	2476000	256	1.99	0.514	0.412
743000	2460000	256	1.84	0.456	0.389
743000	2444000	256	0.76	0.281	0.297
743000	2428000	256	0.53	0.232	0.263
743000	2412000	256	0.39	0.103	0.204
743000	2396000	256	1.31	0.467	0.405
743000	2380000	256	1.09	0.234	0.332
743000	2364000	256	5.4	0.834	0.603
743000	2348000	256	7.25	0.273	0.342
743000	2332000	256	7.64	0.484	0.394
743000	2316000	256	9.16	0.192	0.233
743000	2300000	256	9.98	0.123	0.204
743000	2284000	256	2.74	0.397	0.349
743000	2268000	256	5.73	0.242	0.291
743000	2252000	256	11.41	0.261	0.273
743000	2236000	256	14.99	0.328	0.29
743000	2220000	256	7.7	0.161	0.192
743000	2204000	256	5.9	0.21	0.208
743000	2188000	256	4.16	0.18	0.182
743000	2172000	256	2.87	0.141	0.162
743000	2156000	256	3.08	0.111	0.142
743000	2140000	256	2.82	0.171	0.187
743000	2124000	256	3.39	0.328	0.287
743000	2108000	256	3.25	0.252	0.299
743000	2092000	256	5.31	0.632	0.501
743000	2076000	256	1.88	0.341	0.359
743000	2060000	256	1.93	0.223	0.284
743000	2044000	256	7.06	0.523	0.411
743000	2028000	256	9.65	0.261	0.288
743000	2012000	256	9.16	0.123	0.227
743000	1996000	256	7.64	0.193	0.277
743000	1980000	256	14.16	0.173	0.261
743000	1964000	256	16.53	0.357	0.305
743000	1948000	256	15.47	0.22	0.212
743000	1932000	256	12.9	0.121	0.141
743000	1916000	256	10.41	0.101	0.123
743000	1900000	256	2.34	0.13	0.138
743000	1884000	256	3.5	0.275	0.202
743000	1868000	256	1.23	0.101	0.121
743000	1852000	256	0.09	0.101	0.113
759000	2540000	256	9.17	0.583	0.485
759000	2524000	256	6.88	0.888	0.718
759000	2508000	256	1.92	0.334	0.429
759000	2492000	256	0.6	0.352	0.388
759000	2476000	256	0.52	0.103	0.218
759000	2460000	256	0.8	0.103	0.2
759000	2444000	256	0	0.103	0.206
759000	2428000	256	1.13	0.389	0.362
759000	2412000	256	0.84	0.458	0.43
759000	2396000	256	1.39	0.38	0.387
759000	2380000	256	2.74	0.224	0.32
759000	2364000	256	9.72	0.458	0.416
759000	2348000	256	6.79	0.359	0.344
759000	2332000	256	12.38	0.103	0.184
759000	2316000	256	7.14	0.221	0.245
759000	2300000	256	7.56	0.223	0.287
759000	2284000	256	4.46	1.233	0.759
759000	2268000	256	3.21	0.215	0.348
759000	2252000	256	2.71	0.602	0.485
759000	2236000	256	5.09	0.143	0.221
759000	2220000	256	8.28	0.181	0.205
759000	2204000	256	6.64	0.151	0.173
759000	2188000	256	2.55	0.102	0.142
759000	2172000	256	6.21	0.171	0.181
759000	2156000	256	7.25	0.441	0.309
759000	2140000	256	13.62	0.103	0.178
759000	2124000	256	14.2	0.193	0.261
759000	2108000	256	6.69	0.477	0.436
759000	2092000	256	6.35	0.204	0.303
759000	2076000	256	2.39	0.173	0.259
759000	2060000	256	3.64	0.134	0.237
759000	2044000	256	7.57	0.447	0.394
759000	2028000	256	16.93	0.203	0.287
759000	2012000	256	14.49	0.204	0.297
759000	1996000	256	16.39	0.91	0.651
759000	1980000	256	20.08	1.429	0.823
759000	1964000	256	12.06	0.241	0.27
759000	1948000	256	5.73	0.122	0.16
759000	1932000	256	4.82	0.247	0.195
759000	1916000	256	5.63	0.101	0.12
759000	1900000	256	3.91	0.101	0.123
759000	1884000	256	2.74	0.285	0.206
759000	1868000	256	1.51	0.101	0.124
759000	1852000	256	1.1	0.14	0.134
775000	2524000	256	6.16	0.713	0.62
775000	2508000	256	6.07	0.803	0.714
775000	2492000	256	8.61	0.587	0.544
775000	2476000	256	3.08	0.584	0.494
775000	2460000	256	0.85	0.35	0.348
775000	2444000	256	0.21	0.144	0.258
775000	2428000	256	2.44	0.997	0.672
775000	2412000	256	2.43	0.509	0.504
775000	2396000	256	4.8	0.528	0.485
775000	2380000	256	7.32	0.555	0.474
775000	2364000	256	6.53	0.272	0.304
775000	2348000	256	10.11	0.26	0.264
775000	2332000	256	10.38	0.172	0.208
775000	2316000	256	11.24	0.192	0.232
775000	2300000	256	7.16	0.536	0.464
775000	2284000	256	6.5	0.751	0.626
775000	2268000	256	8.03	0.86	0.719
775000	2252000	256	8.32	1.159	0.754
775000	2236000	256	6.02	0.31	0.314
775000	2220000	256	4.47	0.191	0.204
775000	2204000	256	4.61	0.258	0.217
775000	2188000	256	4.73	0.18	0.177
775000	2172000	256	3.97	0.151	0.171
775000	2156000	256	6.07	0.288	0.246
775000	2140000	256	8.23	0.337	0.295
775000	2124000	256	8.18	0.761	0.51
775000	2108000	256	4.84	1.2	0.71
775000	2092000	256	4.46	0.322	0.359
775000	2076000	256	6.24	0.649	0.476
775000	2060000	256	5.34	0.35	0.351
775000	2044000	256	18.41	0.35	0.354
775000	2028000	256	17.67	0.612	0.494
775000	2012000	256	16.62	0.949	0.666
775000	1996000	256	16.11	0.557	0.52
775000	1980000	256	13.61	0.861	0.608
775000	1964000	256	6.02	0.231	0.25
775000	1948000	256	4.76	0.102	0.145
775000	1932000	256	6.79	0.101	0.131
775000	1916000	256	8.64	0.101	0.128
551000	2668000	2.6	0.74	0.31	0.311
551000	2652000	147.3	0.25	0.163	0.254
567000	2668000	70.1	0	0.102	0.168
583000	2668000	135.7	0.22	0.132	0.174
599000	2668000	204.8	0.49	0.18	0.183
615000	2668000	169	0.13	0.101	0.12
615000	2652000	208.6	0.82	0.112	0.146
631000	2652000	12.7	0	0.101	0.123
631000	2636000	189	0	0.102	0.14
647000	2652000	0.3	0	0.101	0.112
647000	2636000	194.5	0	0.101	0.125
663000	2652000	0.7	0	0.101	0.109
663000	2636000	115.5	0	0.101	0.121
663000	2620000	195.1	0.54	0.151	0.173
695000	2604000	113.9	2.97	0.221	0.232
711000	2588000	245	2.54	0.35	0.34
727000	2588000	157.5	4.41	0.505	0.43
727000	2572000	209.6	7.96	0.163	0.246
727000	2556000	212	7.41	0.213	0.305
743000	2556000	81.6	13.88	0.103	0.207
759000	2556000	104.5	13.05	0.103	0.181
775000	2572000	112.9	10	0.17	0.175
775000	2556000	185.3	18.87	0.102	0.158
775000	1900000	256	6.41	0.101	0.126
775000	1884000	256	1.79	0.101	0.124
775000	1868000	256	0.3	0.101	0.125
775000	1852000	256	0.12	0.188	0.159
791000	2524000	256	7.73	1.531	0.922
791000	2508000	256	7.24	0.745	0.677
791000	2492000	256	4.14	0.821	0.684
791000	2476000	256	11.79	0.442	0.493
791000	2460000	256	12.58	0.644	0.55
791000	2444000	256	6	0.48	0.498
791000	2428000	256	5.42	0.597	0.548
791000	2412000	256	9.53	0.403	0.484
791000	2396000	256	9.8	0.596	0.533
791000	2380000	256	8.17	0.263	0.341
791000	2364000	256	9.28	0.35	0.336
791000	2348000	256	7.51	0.133	0.199
791000	2332000	256	10.24	0.103	0.182
791000	2316000	256	12.37	0.32	0.323
791000	2300000	256	9.73	0.293	0.363
791000	2284000	256	12.71	0.442	0.48
791000	2268000	256	8.36	0.983	0.743
791000	2252000	256	11.8	0.47	0.476
791000	2236000	256	9.03	0.232	0.285
791000	2220000	256	4.23	0.103	0.172
791000	2204000	256	3.21	0.102	0.15
791000	2188000	256	5.86	0.132	0.167
791000	2172000	256	7.21	0.102	0.148
791000	2156000	256	4.43	0.132	0.172
791000	2140000	256	0.58	0.152	0.203
791000	2124000	256	0.84	0.103	0.21
791000	2108000	256	0.78	0.223	0.303
791000	2092000	256	3.53	0.321	0.355
791000	2076000	256	2.35	0.409	0.38
791000	2060000	256	4.16	0.262	0.308
791000	2044000	256	3.66	0.38	0.375
791000	2028000	256	3.54	0.341	0.371
791000	2012000	256	5.94	0.263	0.331
791000	1996000	256	11.41	0.572	0.459
791000	1980000	256	7.17	0.143	0.221
791000	1964000	256	5.2	0.22	0.22
791000	1948000	256	4.67	0.102	0.137
791000	1932000	256	2.26	0.276	0.206
791000	1916000	256	4.26	0.257	0.201
791000	1900000	256	3.01	0.16	0.155
791000	1884000	256	2.72	0.179	0.162
791000	1868000	256	2.47	0.16	0.152
791000	1852000	256	0.52	0.101	0.122
791000	1836000	256	0.15	0.101	0.123
807000	2508000	256	6.84	0.335	0.45
807000	2492000	256	6.45	0.502	0.543
807000	2476000	256	7.82	0.285	0.427
807000	2460000	256	7.44	0.992	0.722
807000	2444000	256	5.8	0.393	0.454
807000	2428000	256	7.61	0.799	0.627
807000	2412000	256	6.86	0.432	0.476
807000	2396000	256	7.99	0.779	0.597
807000	2380000	256	9.85	0.244	0.336
807000	2364000	256	8.97	0.321	0.344
807000	2348000	256	6.6	0.243	0.296
807000	2332000	256	9.72	0.154	0.262
807000	2316000	256	10.5	0.489	0.469
807000	2300000	256	12.91	0.529	0.52
807000	2284000	256	8.39	0.324	0.415
807000	2268000	256	2.87	0.195	0.334
807000	2252000	256	2.62	0.363	0.429
807000	2236000	256	10.86	0.458	0.418
807000	2220000	256	2.71	0.113	0.203
807000	2204000	256	6.16	0.356	0.286
807000	2188000	256	3.32	0.172	0.203
807000	2172000	256	3.88	0.394	0.297
807000	2156000	256	1.41	0.102	0.162
807000	2140000	256	1.54	0.172	0.207
807000	2124000	256	1.64	0.464	0.371
807000	2108000	256	3.77	0.311	0.328
807000	2092000	256	2.05	0.418	0.38
807000	2076000	256	1.29	0.134	0.23
807000	2060000	256	3.74	0.253	0.303
807000	2044000	256	3.59	0.322	0.354
807000	2028000	256	4.24	0.331	0.349
807000	2012000	256	3.04	0.232	0.281
807000	1996000	256	0.92	0.143	0.202
807000	1980000	256	2.78	0.182	0.217
807000	1964000	256	6.62	0.219	0.205
807000	1948000	256	6.3	0.101	0.136
807000	1932000	256	3.23	0.101	0.123
807000	1916000	256	2.2	0.101	0.127
807000	1900000	256	0.62	0.247	0.193
807000	1884000	256	0.39	0.101	0.124
807000	1868000	256	1.13	0.111	0.13
807000	1852000	256	0.77	0.237	0.186
807000	1836000	256	0	0.101	0.124
823000	2492000	256	8.53	0.705	0.622
823000	2476000	256	10.16	0.953	0.704
823000	2460000	256	7.42	0.284	0.372
823000	2444000	256	6.93	0.264	0.359
823000	2428000	256	6.24	0.44	0.441
823000	2412000	256	5.89	0.353	0.404
823000	2396000	256	4.13	0.45	0.438
823000	2380000	256	8.25	0.333	0.388
823000	2364000	256	9.22	0.596	0.513
823000	2348000	256	8.39	0.626	0.552
823000	2332000	256	5.47	0.658	0.624
823000	2316000	256	4.78	1.065	0.844
823000	2300000	256	7.37	1.026	0.816
823000	2284000	256	6.24	0.354	0.454
823000	2268000	256	4.97	0.432	0.472
823000	2252000	256	6.84	0.472	0.519
823000	2236000	256	5.09	1.463	0.873
823000	2220000	256	3.09	0.263	0.347
823000	2204000	256	2	0.213	0.282
823000	2188000	256	2.68	0.144	0.263
823000	2172000	256	3.54	0.282	0.325
823000	2156000	256	2.03	0.174	0.268
823000	2140000	256	4.71	0.134	0.255
823000	2124000	256	7.07	0.234	0.351
823000	2108000	256	4.24	0.363	0.439
823000	2092000	256	2.16	0.204	0.323
823000	2076000	256	2.6	0.283	0.338
823000	2060000	256	4.93	0.263	0.334
823000	2044000	256	3.28	0.567	0.508
823000	2028000	256	7.34	0.585	0.495
823000	2012000	256	3.6	0.113	0.218
823000	1996000	256	8.78	0.308	0.275
823000	1980000	256	9.54	0.142	0.182
823000	1964000	256	10.3	0.449	0.294
823000	1948000	256	8.38	0.111	0.131
823000	1932000	256	7.16	0.101	0.113
823000	1916000	256	7.41	0.101	0.115
823000	1900000	256	1.69	0.14	0.134
823000	1884000	256	2.86	0.101	0.116
823000	1868000	256	1.8	0.101	0.119
823000	1852000	256	2.23	0.294	0.209
823000	1836000	256	2.42	0.101	0.12
839000	2492000	256	3.24	0.461	0.486
839000	2476000	256	4.67	0.254	0.349
839000	2460000	256	7.72	0.303	0.365
839000	2444000	256	8.85	0.42	0.417
839000	2428000	256	4.3	0.273	0.346
839000	2412000	256	5.46	0.333	0.381
839000	2396000	256	7.93	0.224	0.325
839000	2380000	256	9.38	0.402	0.437
839000	2364000	256	6.97	0.55	0.548
839000	2348000	256	3.59	0.416	0.554
839000	2332000	256	3.53	0.752	0.823
839000	2316000	256	10.09	2.081	1.425
839000	2300000	256	9.19	0.338	0.57
839000	2284000	256	7.35	0.416	0.552
839000	2268000	256	9.11	1.37	0.937
839000	2252000	256	6.99	0.395	0.509
839000	2236000	256	7.02	0.83	0.681
839000	2220000	256	7.14	0.206	0.383
839000	2204000	256	6.18	0.86	0.702
839000	2188000	256	5.53	0.891	0.752
839000	2172000	256	9.46	1.005	0.788
839000	2156000	256	8.32	0.764	0.665
839000	2140000	256	9.49	1.099	0.798
839000	2124000	256	12.61	1.483	0.989
839000	2108000	256	13.58	1.769	1.116
839000	2092000	256	7.24	0.832	0.71
839000	2076000	256	4.48	0.462	0.499
839000	2060000	256	4.42	0.404	0.479
839000	2044000	256	7.79	0.697	0.645
839000	2028000	256	7.53	0.829	0.663
839000	2012000	256	7.5	0.322	0.368
839000	1996000	256	11.26	0.241	0.268
839000	1980000	256	15.07	0.132	0.192
839000	1964000	256	9.25	0.102	0.145
839000	1948000	256	7.98	0.101	0.126
839000	1932000	256	5.34	0.101	0.112
839000	1916000	256	10.79	0.101	0.11
839000	1900000	256	7.75	0.101	0.111
839000	1884000	256	5.33	0.101	0.112
839000	1868000	256	5.17	0.101	0.116
839000	1852000	256	3.44	0.101	0.116
839000	1836000	256	1.22	0.178	0.152
855000	2492000	256	3.17	0.164	0.292
855000	2476000	256	3.91	0.381	0.4
855000	2460000	256	2.91	0.459	0.44
855000	2444000	256	6.16	0.362	0.392
855000	2428000	256	5.53	0.585	0.496
855000	2412000	256	5.57	0.411	0.424
855000	2396000	256	5.62	0.539	0.516
855000	2380000	256	4.34	0.374	0.454
855000	2364000	256	5.49	0.444	0.531
855000	2348000	256	11.07	1.098	0.915
855000	2332000	256	11.11	1.738	1.288
855000	2316000	256	10.15	1.326	1.126
855000	2300000	256	7.81	0.937	0.899
855000	2284000	256	7.8	0.974	0.879
855000	2268000	256	7.14	0.544	0.635
855000	2252000	256	7.32	0.396	0.548
855000	2236000	256	15.67	0.217	0.436
855000	2220000	256	7.61	0.75	0.772
855000	2204000	256	9.09	1.283	1.049
855000	2188000	256	10.29	1.438	1.135
855000	2172000	256	12.34	1.263	1.023
855000	2156000	256	12.13	0.905	0.842
855000	2140000	256	14.91	0.594	0.695
855000	2124000	256	16.32	0.318	0.574
855000	2108000	256	12.86	0.615	0.749
855000	2092000	256	9.4	0.946	0.88
855000	2076000	256	4.12	0.555	0.662
855000	2060000	256	6.63	0.749	0.733
855000	2044000	256	9.02	0.933	0.821
855000	2028000	256	10.27	0.785	0.716
855000	2012000	256	16.88	0.364	0.451
855000	1996000	256	15.28	0.409	0.401
855000	1980000	256	12.98	0.396	0.328
855000	1964000	256	13.12	0.239	0.219
855000	1948000	256	12.19	0.101	0.128
855000	1932000	256	9.11	0.111	0.122
855000	1916000	256	8.53	0.101	0.109
855000	1900000	256	8.99	0.101	0.111
855000	1884000	256	5.67	0.178	0.148
855000	1868000	256	7.84	0.101	0.112
855000	1852000	256	4.03	0.101	0.111
855000	1836000	256	2.81	0.101	0.11
855000	1820000	256	1.81	0.11	0.114
871000	2492000	256	5.41	0.535	0.452
871000	2476000	256	7.94	0.41	0.407
871000	2460000	256	6.21	0.585	0.498
871000	2444000	256	6.26	0.449	0.428
871000	2428000	256	4.78	0.234	0.314
871000	2412000	256	7.32	0.567	0.51
871000	2396000	256	5.56	0.599	0.58
871000	2380000	256	3.86	1.084	0.845
871000	2364000	256	6.46	0.396	0.553
871000	2348000	256	12.75	0.595	0.704
871000	2332000	256	7.74	1.274	1.041
871000	2316000	256	5.45	0.398	0.614
871000	2300000	256	12.31	0.994	0.885
871000	2284000	256	8.35	1.024	0.92
871000	2268000	256	10.45	0.781	0.797
871000	2252000	256	8	0.555	0.674
871000	2236000	256	12.76	1.675	1.191
871000	2220000	256	14.66	1.724	1.235
871000	2204000	256	12.22	1.09	0.942
871000	2188000	256	15.06	0.913	0.81
871000	2172000	256	19.07	0.592	0.632
871000	2156000	256	16.99	0.592	0.64
871000	2140000	256	22.1	0.848	0.817
871000	2124000	256	11.35	1.121	0.984
871000	2108000	256	10.24	0.763	0.84
871000	2092000	256	5.82	1.026	0.948
871000	2076000	256	9.2	0.91	0.906
871000	2060000	256	11.85	1.296	1.079
871000	2044000	256	20.63	0.437	0.635
871000	2028000	256	7.08	0.602	0.666
871000	2012000	256	11.06	1.357	0.919
871000	1996000	256	9.38	0.605	0.529
871000	1980000	256	12.96	0.281	0.306
871000	1964000	256	15.66	0.112	0.175
871000	1948000	256	9.92	0.344	0.248
871000	1932000	256	12.53	0.111	0.126
871000	1916000	256	10.82	0.101	0.111
871000	1900000	256	7.99	0.101	0.112
871000	1884000	256	6.36	0.149	0.135
871000	1868000	256	5.02	0.101	0.116
871000	1852000	256	6.18	0.101	0.112
871000	1836000	256	4.22	0.101	0.112
871000	1820000	256	5.75	0.1	0.108
887000	2492000	256	5.06	0.153	0.236
887000	2476000	256	6.29	0.65	0.502
887000	2460000	256	2.15	0.371	0.388
887000	2444000	256	2.37	0.184	0.286
887000	2428000	256	4.29	0.38	0.385
887000	2412000	256	2.75	0.154	0.287
887000	2396000	256	4.6	0.743	0.632
887000	2380000	256	5.04	1.386	0.931
887000	2364000	256	7.66	0.968	0.778
887000	2348000	256	12.95	0.698	0.668
887000	2332000	256	10.8	1.084	0.833
887000	2316000	256	9.53	0.336	0.495
887000	2300000	256	6.57	0.366	0.52
887000	2284000	256	12.18	0.752	0.786
887000	2268000	256	10.16	1.266	1.04
887000	2252000	256	10.12	0.947	0.911
887000	2236000	256	9.97	1.214	0.98
887000	2220000	256	13.54	0.767	0.734
887000	2204000	256	9.29	0.491	0.505
887000	2124000	256	8.2	2.121	1.46
887000	2108000	256	5.03	0.892	0.939
887000	2092000	256	9.25	0.676	0.807
887000	2076000	256	15.64	0.979	0.987
887000	2060000	256	8.36	0.852	0.932
887000	2044000	256	15.86	1.75	1.218
887000	2028000	256	12.97	0.736	0.686
887000	2012000	256	8.52	0.489	0.48
887000	1996000	256	8.89	0.535	0.455
887000	1980000	256	9.99	0.473	0.371
887000	1964000	256	7.31	0.24	0.238
887000	1948000	256	10.8	0.209	0.195
887000	1932000	256	6.85	0.101	0.124
887000	1916000	256	5.64	0.101	0.112
887000	1900000	256	6.17	0.13	0.124
887000	1884000	256	3.43	0.101	0.11
887000	1868000	256	5.41	0.101	0.113
887000	1852000	256	4.73	0.274	0.191
887000	1836000	256	5.54	0.101	0.115
887000	1820000	256	10.54	0.101	0.115
903000	2476000	256	5.51	0.339	0.318
903000	2460000	256	3.86	0.418	0.389
903000	2444000	256	2.63	0.322	0.357
903000	2428000	256	5.09	0.42	0.421
903000	2412000	256	3.88	0.489	0.477
903000	2396000	256	4.63	0.145	0.314
903000	2380000	256	10.24	0.382	0.442
903000	2364000	256	8.94	0.274	0.379
903000	2348000	256	10.26	0.255	0.386
903000	2332000	256	12.05	0.482	0.529
903000	2316000	256	11.58	0.336	0.478
903000	2300000	256	8.1	0.485	0.582
903000	2284000	256	8.84	0.858	0.819
903000	2268000	256	10.73	1.052	0.922
903000	2252000	256	10.74	0.505	0.629
903000	2236000	256	10.18	0.745	0.66
903000	2220000	256	11.72	0.195	0.316
903000	2124000	256	6.87	1.197	1.012
903000	2108000	256	13.16	0.974	0.884
903000	2092000	256	14.66	0.885	0.808
903000	2076000	256	13.43	1.331	1.044
903000	2060000	256	18.87	1.591	1.193
903000	2044000	256	10.27	1.038	0.884
903000	2028000	256	0.86	0.125	0.304
903000	2012000	256	2.49	0.32	0.326
903000	1996000	256	0.2	0.103	0.182
903000	1980000	256	3.89	0.152	0.2
903000	1964000	256	6.24	0.268	0.243
903000	1948000	256	8.93	0.131	0.154
903000	1932000	256	7.78	0.14	0.14
903000	1916000	256	8.67	0.101	0.113
903000	1900000	256	5.27	0.101	0.108
903000	1884000	256	3.95	0.1	0.108
903000	1868000	256	4.39	0.101	0.112
903000	1852000	256	8.03	0.101	0.114
903000	1836000	256	5.77	0.15	0.141
903000	1820000	256	8.19	0.111	0.123
903000	1804000	256	7.19	0.341	0.22
919000	2460000	256	6.31	0.398	0.355
919000	2444000	256	2.12	0.592	0.477
919000	2428000	256	2.97	0.283	0.364
919000	2412000	256	7.3	1.291	0.797
919000	2396000	256	7.53	0.834	0.601
919000	2380000	256	9.16	0.243	0.305
919000	2364000	256	11.94	0.273	0.321
919000	2348000	256	17.13	0.303	0.372
919000	2332000	256	16.93	0.512	0.546
919000	2316000	256	15.5	1.258	0.924
919000	2300000	256	11.37	0.632	0.68
919000	2284000	256	9.5	0.77	0.776
919000	2268000	256	9.19	0.944	0.839
919000	2252000	256	9.22	0.346	0.482
919000	2156000	256	9.38	0.618	0.6
919000	2140000	256	15.07	1.159	0.862
919000	2124000	256	12.22	0.62	0.646
919000	2108000	256	10.94	0.276	0.434
919000	2092000	256	13.98	0.374	0.465
919000	2076000	256	10.19	0.286	0.447
919000	2060000	256	7.64	0.841	0.721
919000	2044000	256	4.72	0.615	0.559
919000	2028000	256	7.3	0.894	0.563
919000	2012000	256	0.45	0.102	0.166
919000	1996000	256	0.3	0.102	0.146
919000	1980000	256	0.66	0.297	0.242
919000	1964000	256	5.79	0.248	0.215
919000	1948000	256	8.35	0.101	0.134
919000	1932000	256	9.53	0.159	0.146
919000	1916000	256	10.86	0.11	0.117
919000	1900000	256	10.16	0.101	0.109
919000	1884000	256	5.14	0.101	0.109
919000	1868000	256	9.53	0.101	0.11
919000	1852000	256	11.51	0.101	0.115
919000	1836000	256	10.2	0.101	0.118
919000	1820000	256	10.18	0.14	0.142
935000	2460000	256	6.19	0.103	0.19
935000	2444000	256	5.74	0.339	0.326
935000	2428000	256	6.25	0.84	0.567
935000	2412000	256	6.65	0.183	0.276
935000	2396000	256	10.71	0.233	0.305
935000	2380000	256	17.5	0.38	0.378
935000	2364000	256	16.46	0.134	0.255
935000	2348000	256	20.77	0.363	0.418
935000	2332000	256	21.35	1.151	0.862
935000	2316000	256	22.02	0.876	0.806
935000	2300000	256	9.55	0.248	0.526
935000	2284000	256	8.42	0.87	0.876
935000	2268000	256	10.3	0.966	0.895
935000	2140000	256	13.55	0.215	0.348
935000	2124000	256	14.13	1.24	0.743
935000	2108000	256	9.41	0.534	0.434
935000	2092000	256	8.16	0.163	0.254
935000	2076000	256	6.53	0.688	0.508
935000	2060000	256	15.23	0.658	0.489
935000	2044000	256	0.41	0.103	0.195
935000	1996000	256	8.17	0.218	0.183
935000	1980000	256	5.68	0.131	0.147
935000	1964000	256	9.18	0.199	0.178
935000	1948000	256	11.18	0.15	0.149
935000	1932000	256	7.56	0.111	0.122
935000	1916000	256	7.41	0.101	0.112
935000	1900000	256	11.55	0.101	0.11
935000	1884000	256	10.09	0.168	0.141
935000	1868000	256	11	0.101	0.11
935000	1852000	256	11.84	0.101	0.117
935000	1836000	256	7.9	0.294	0.206
935000	1820000	256	9.45	0.101	0.119
951000	2460000	256	4.09	0.142	0.184
951000	2444000	256	4.02	0.26	0.26
951000	2428000	256	3.46	0.143	0.212
951000	2412000	256	14.23	0.103	0.208
951000	2396000	256	19.87	0.223	0.286
951000	2380000	256	18.44	0.449	0.424
951000	2364000	256	19.08	0.7	0.547
951000	2348000	256	20.91	0.431	0.456
951000	2332000	256	24.03	0.513	0.577
951000	2316000	256	16.46	0.877	0.833
951000	2300000	256	7.26	0.793	0.872
951000	2076000	256	8.02	0.491	0.358
951000	2060000	256	1.07	0.102	0.156
951000	2044000	256	3.82	0.102	0.136
951000	1980000	256	7.02	0.101	0.117
951000	1964000	256	3.27	0.101	0.117
951000	1948000	256	6.84	0.14	0.136
951000	1932000	256	4.14	0.12	0.123
951000	1916000	256	7.75	0.12	0.119
951000	1900000	256	11.13	0.101	0.11
951000	1884000	256	13.05	0.101	0.112
951000	1868000	256	14.95	0.101	0.115
951000	1852000	256	10.32	0.101	0.121
967000	2460000	256	13.09	0.181	0.191
967000	2444000	256	16.58	0.102	0.163
967000	2428000	256	11.51	0.482	0.361
967000	2412000	256	21.72	0.203	0.265
967000	2396000	256	21.26	0.671	0.529
967000	2380000	256	19.59	0.529	0.526
967000	2364000	256	17.28	0.255	0.374
967000	2348000	256	12.63	0.313	0.386
967000	2332000	256	11.18	0.539	0.522
967000	2316000	256	7.06	1.421	1.01
967000	2300000	256	7.57	1.431	1.15
967000	1916000	256	7.07	0.101	0.109
967000	1900000	256	7.99	0.101	0.109
967000	1884000	256	14.02	0.101	0.112
967000	1868000	256	9.27	0.188	0.155
983000	2444000	256	9.72	0.366	0.306
983000	2428000	256	0.68	0.173	0.24
983000	2412000	256	1.05	0.342	0.379
983000	2396000	256	4.88	0.54	0.555
983000	2380000	256	2.89	0.679	0.685
983000	1900000	256	9.17	0.101	0.109
983000	1884000	256	8.33	0.101	0.113
999000	2444000	256	10.21	0.665	0.452
999000	2428000	256	2.71	0.143	0.237
999000	1900000	256	12.85	0.13	0.124
999000	1884000	256	5.06	0.101	0.111
1143000	1740000	256	4.11	0.104	0.226
1143000	1708000	256	10.21	0.104	0.228
1143000	1724000	256	5.3	0.104	0.226
1143000	1692000	256	5.77	0.104	0.232
1159000	1756000	256	0.75	0.104	0.226
1159000	1740000	256	3.18	0.104	0.225
1159000	1708000	256	6.44	0.104	0.237
1159000	1724000	256	3.57	0.104	0.227
1159000	1692000	256	11.59	0.104	0.241
1159000	1660000	256	10.1	0.104	0.232
